"ProteinID","contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Protein.Description"
"tr|A0A1Q9BZE3|A0A1Q9BZE3_SYMMI","CFR - TR",-7.10303995418202,8.53904690762592,-1.07221169092659,0.296241086370509,0.855869820316528,-4.73863834073039,"(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=fabZ PE=3 SV=1"
"tr|A0A1Q9BZH6|A0A1Q9BZH6_SYMMI","CFR - TR",0,0.642340976707103,0,1,1,-5.11362158100116,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene44035 PE=4 SV=1"
"tr|A0A1Q9BZJ4|A0A1Q9BZJ4_SYMMI","CFR - TR",3.6151396350631,16.6599568003778,0.861522018109808,0.399040523878131,0.87199405944013,-4.8683226537197,"Octopine dehydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=odh1 PE=4 SV=1"
"tr|A0A1Q9BZK1|A0A1Q9BZK1_SYMMI","CFR - TR",0.753702863145474,3.83727293533796,0.145604753414534,0.8856734441633,0.985122423999123,-5.10644630108841,"Protein NLRC3 OS=Symbiodinium microadriaticum OX=2951 GN=NLRC3 PE=4 SV=1"
"tr|A0A1Q9BZS5|A0A1Q9BZS5_SYMMI","CFR - TR",-6.26736649268502,18.6771954512151,-1.27776292291008,0.221841162477489,0.855869820316528,-4.5901229092345,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43921 PE=4 SV=1"
"tr|A0A1Q9BZW7|A0A1Q9BZW7_SYMMI","CFR - TR",7.85345758420849,16.6607163912436,1.72272478067569,0.100181339254603,0.855869820316528,-4.19869678071269,"Linear gramicidin synthase subunit C (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=lgrC PE=4 SV=1"
"tr|A0A1Q9BZX3|A0A1Q9BZX3_SYMMI","CFR - TR",10.9356230301081,5.30101546834823,2.20094791037405,0.0395027725724359,0.855869820316528,-3.69969245337955,"RNA-directed RNA polymerase L OS=Symbiodinium microadriaticum OX=2951 GN=L PE=4 SV=1"
"tr|A0A1Q9C072|A0A1Q9C072_SYMMI","CFR - TR",-16.8223613868091,13.4296039200419,-2.88236570285371,0.00913387946927182,0.855869820316528,-2.90385905108823,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43818 PE=4 SV=1"
"tr|A0A1Q9C0C1|A0A1Q9C0C1_SYMMI","CFR - TR",1.58992196595347,15.1106444179342,0.303372756875127,0.764701560726861,0.98104046972323,-5.08254637756298,"60 kDa chaperonin 1 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=groL1 PE=3 SV=1"
"tr|A0A1Q9C0E5|A0A1Q9C0E5_SYMMI","CFR - TR",-0.949194424922933,8.97511347974214,-0.139911331428505,0.890112699417844,0.986611760143233,-5.10699610447256,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43685 PE=4 SV=1"
"tr|A0A1Q9C0I8|A0A1Q9C0I8_SYMMI","CFR - TR",0.165285942337945,20.9436722813615,0.217926459478818,0.829668059153287,0.982516827608286,-5.09756229672182,"Alpha-ketoglutarate-dependent dioxygenase alkB-like 3 OS=Symbiodinium microadriaticum OX=2951 GN=ALKBH3 PE=4 SV=1"
"tr|A0A1Q9C0M3|A0A1Q9C0M3_SYMMI","CFR - TR",-5.27326157960617,17.6144510284761,-1.54987061811315,0.136665176778836,0.855869820316528,-4.36026651567602,"Tricarboxylate transport protein, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=SLC25A1 PE=3 SV=1"
"tr|A0A1Q9C0U5|A0A1Q9C0U5_SYMMI","CFR - TR",1.7897297460864,10.1735112233649,0.270781064722525,0.789301050088229,0.982516827608286,-5.08884916174083,"Fucoxanthin-chlorophyll a-c binding protein, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=FCP PE=4 SV=1"
"tr|A0A1Q9C0W0|A0A1Q9C0W0_SYMMI","CFR - TR",-3.53369770526187,4.28841394508397,-0.669931086481407,0.510471780938056,0.905336717369553,-4.96386331198441,"Poly [ADP-ribose] polymerase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=PARP6 PE=4 SV=1"
"tr|A0A1Q9C0Y8|A0A1Q9C0Y8_SYMMI","CFR - TR",-15.3684012589224,11.6134978688493,-3.04290291198547,0.00636231505090435,0.855869820316528,-2.70910290325506,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43469 PE=4 SV=1"
"tr|A0A1Q9C197|A0A1Q9C197_SYMMI","CFR - TR",-0.360321492055309,22.0574679937297,-0.702183633534502,0.490560122960055,0.899586781911126,-4.94933563232799,"Acetyl-CoA carboxylase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=accA PE=4 SV=1"
"tr|A0A1Q9C1D9|A0A1Q9C1D9_SYMMI","CFR - TR",8.15567389670498,10.3242373731009,1.3514244700484,0.191469252595887,0.855869820316528,-4.53053617484819,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43289 PE=4 SV=1"
"tr|A0A1Q9C1M6|A0A1Q9C1M6_SYMMI","CFR - TR",4.54697046169891,18.3342943644705,1.2420890607393,0.228416431738248,0.855869820316528,-4.61665909430734,"Xylose isomerase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=xylA PE=3 SV=1"
"tr|A0A1Q9C1P9|A0A1Q9C1P9_SYMMI","CFR - TR",-0.602991267402565,22.6952572309777,-0.952569585426375,0.352044199660888,0.855869820316528,-4.81533739185475,"(2R,3S)-2-methylisocitrate dehydratase OS=Symbiodinium microadriaticum OX=2951 GN=acnB PE=4 SV=1"
"tr|A0A1Q9C1R0|A0A1Q9C1R0_SYMMI","CFR - TR",-13.3283249942686,7.15980469403106,-2.19580633313718,0.0399197149897801,0.855869820316528,-3.7053910158258,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43147 PE=4 SV=1"
"tr|A0A1Q9C1U8|A0A1Q9C1U8_SYMMI","CFR - TR",-4.14545434364646,17.9844000424935,-0.866931661937623,0.397884916870249,0.871462809980514,-4.86433268679539,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43104 PE=4 SV=1"
"tr|A0A1Q9C216|A0A1Q9C216_SYMMI","CFR - TR",-7.08737102476179,4.98676818365991,-1.43033975406485,0.167873812267636,0.855869820316528,-4.46490127704762,"DctM domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene43036 PE=4 SV=1"
"tr|A0A1Q9C286|A0A1Q9C286_SYMMI","CFR - TR",4.47465650762123,13.0298118343924,0.75881124302322,0.456710099441806,0.887775457067063,-4.92228910195179,"LINE-1 retrotransposable element ORF2 protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene42956 PE=4 SV=1"
"tr|A0A1Q9C2B8|A0A1Q9C2B8_SYMMI","CFR - TR",-4.70359463286474,3.31820243565382,-0.879519122995942,0.389440986296451,0.868268453757766,-4.8582273465998,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene42927 PE=4 SV=1"
"tr|A0A1Q9C2F0|A0A1Q9C2F0_SYMMI","CFR - TR",-3.81880264680184,1.36385808814351,-1.02780738158713,0.316165182695435,0.855869820316528,-4.76802130961696,"GTP-binding protein SAR1A OS=Symbiodinium microadriaticum OX=2951 GN=SAR1A PE=3 SV=1"
"tr|A0A1Q9C2W2|A0A1Q9C2W2_SYMMI","CFR - TR",-1.87372663916736,14.0779622049748,-0.277784228811257,0.783995124991537,0.98123779938466,-5.08755456289357,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene42713 PE=4 SV=1"
"tr|A0A1Q9C2X7|A0A1Q9C2X7_SYMMI","CFR - TR",-4.83991225761033,17.71930602015,-1.44559601017515,0.163594375307533,0.855869820316528,-4.45188950096364,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene42673 PE=4 SV=1"
"tr|A0A1Q9C323|A0A1Q9C323_SYMMI","CFR - TR",0.460836062515398,10.8440093302667,0.0732457936732085,0.942329408618042,0.993476062955351,-5.11180488156376,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene42638 PE=4 SV=1"
"tr|A0A1Q9C325|A0A1Q9C325_SYMMI","CFR - TR",-3.14572332193763,14.2635296415102,-0.556850538620314,0.583733919162702,0.934671574773977,-5.00967878493503,"Receptor expression-enhancing protein 2 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=Reep2 PE=3 SV=1"
